accessLevel,description,format,frequency,identifier,modified,title,webService,accessURL,created,feed,keyword,releaseDate,theme,distribution/0/accessURL,distribution/0/formats/0/label,distribution/0/formats/0/value,distribution/1/accessURL,distribution/1/formats/0/label,distribution/1/formats/0/value,distribution/2/accessURL,distribution/2/formats/0/label,distribution/2/formats/0/value,distribution/3/accessURL,distribution/3/formats/0/label,distribution/3/formats/0/value,distribution/4/accessURL,distribution/4/formats/0/label,distribution/4/formats/0/value,distribution/5/accessURL,distribution/5/formats/0/label,distribution/5/formats/0/value,keywords/0,keywords/1,keywords/2,keywords/3,keywords/4,keywords/5,keywords/6,keywords/7,keywords/8,keywords/9,keywords/10,keywords/11,keywords/12,keywords/13,keywords/14,keywords/15,keywords/16,keywords/17,keywords/18,keywords/19,keywords/20,keywords/21,keywords/22,keywords/23,keywords/24,keywords/25,keywords/26,keywords/27,keywords/28,keywords/29,keywords/30,keywords/31,keywords/32,keywords/33,keywords/34,keywords/35,keywords/36,keywords/37,keywords/38,keywords/39,keywords/40,keywords/41,keywords/42,keywords/43,keywords/44,keywords/45,keywords/46,keywords/47,keywords/48,keywords/49,keywords/50,keywords/51,keywords/52,keywords/53,keywords/54,keywords/55,keywords/56,keywords/57,keywords/58,keywords/59,keywords/60,keywords/61,keywords/62,keywords/63,keywords/64,keywords/65,keywords/66,keywords/67,keywords/68,keywords/69,keywords/70,keywords/71,keywords/72,keywords/73,keywords/74,keywords/75,keywords/76,keywords/77,keywords/78,keywords/79,keywords/80,keywords/81,keywords/82,keywords/83,keywords/84
Public,311 Service Requests for 2007. This is historical data and will not be updated.,text/csv,,aiww-p3af,2013-11-29,311 Service Requests for 2007,https://data.cityofnewyork.us/resource/aiww-p3af,https://data.cityofnewyork.us/api/views/aiww-p3af/rows.csv?accessType=DOWNLOAD,2011-10-10,https://data.cityofnewyork.us/api/views/aiww-p3af/rows.rss,"311,311 service requests,2007,all service requests",2011-10-10,Social Services,https://data.cityofnewyork.us/api/views/aiww-p3af/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/aiww-p3af/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/aiww-p3af/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/aiww-p3af/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/aiww-p3af/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/aiww-p3af/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,311,311 service requests,2007,all service requests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Listing of Latin media organizations,text/csv,,9z9b-6hvk,2013-06-21,Latin Media Organizations,https://data.cityofnewyork.us/resource/9z9b-6hvk,https://data.cityofnewyork.us/api/views/9z9b-6hvk/rows.csv?accessType=DOWNLOAD,2011-10-24,https://data.cityofnewyork.us/api/views/9z9b-6hvk/rows.rss,"culture,entertainment,media,latin,cultural,event,organization,hispanic,resource",2011-10-24,Recreation,https://data.cityofnewyork.us/api/views/9z9b-6hvk/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/9z9b-6hvk/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/9z9b-6hvk/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/9z9b-6hvk/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/9z9b-6hvk/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/9z9b-6hvk/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,culture,entertainment,media,latin,cultural,event,organization,hispanic,resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,The sustainability indicators are used by the Mayor's Office of Long-Term Planning and Sustainability to track the progress of the PlaNYC program.,application/zip; charset=binary,,vnwz-ihnf,2013-06-21,Sustainability Indicators (2012),,https://data.cityofnewyork.us/api/file_data/AquXn-dkZbzsied0ieS1vJA8KdWtxccnT5kVbEMaJsA?filename=SustainabilityIndicators2012.xlsx,2012-06-29,,"planyc,sustainability,oltps",2012-06-29,Environment,https://data.cityofnewyork.us/api/file_data/AquXn-dkZbzsied0ieS1vJA8KdWtxccnT5kVbEMaJsA?filename=SustainabilityIndicators2012.xlsx,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,planyc,sustainability,oltps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,New York Public Library (NYPL) branch services from July 2010 to June 2011(Manhattan),text/csv,,3nja-bsch,2013-06-21,NYPL Branch Services - Manhattan,https://data.cityofnewyork.us/resource/3nja-bsch,https://data.cityofnewyork.us/api/views/3nja-bsch/rows.csv?accessType=DOWNLOAD,2011-10-31,https://data.cityofnewyork.us/api/views/3nja-bsch/rows.rss,"libraries,culture,community,recreation,education",2011-10-31,Recreation,https://data.cityofnewyork.us/api/views/3nja-bsch/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/3nja-bsch/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/3nja-bsch/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/3nja-bsch/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/3nja-bsch/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/3nja-bsch/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,libraries,culture,community,recreation,education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,List of Cable Service Providers in New York City,text/csv,,48pb-zy2g,2013-06-21,Directory Of NYC Cable Providers,https://data.cityofnewyork.us/resource/48pb-zy2g,https://data.cityofnewyork.us/api/views/48pb-zy2g/rows.csv?accessType=DOWNLOAD,2013-02-06,https://data.cityofnewyork.us/api/views/48pb-zy2g/rows.rss,"doitt,cable,service,provider",2013-02-06,Recreation,https://data.cityofnewyork.us/api/views/48pb-zy2g/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/48pb-zy2g/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/48pb-zy2g/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/48pb-zy2g/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/48pb-zy2g/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/48pb-zy2g/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,doitt,cable,service,provider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,New York Public Library (NYPL) branch services from July 2010 to June 2011(Bronx),text/csv,,pfys-fabf,2013-06-21,NYPL Branch Services - Bronx,https://data.cityofnewyork.us/resource/pfys-fabf,https://data.cityofnewyork.us/api/views/pfys-fabf/rows.csv?accessType=DOWNLOAD,2011-10-31,https://data.cityofnewyork.us/api/views/pfys-fabf/rows.rss,"libraries,culture,community,recreation,education,bronx",2011-10-31,Recreation,https://data.cityofnewyork.us/api/views/pfys-fabf/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/pfys-fabf/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/pfys-fabf/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/pfys-fabf/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/pfys-fabf/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/pfys-fabf/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,libraries,culture,community,recreation,education,bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,New York Public Library (NYPL) branch services from July 2010 to June 2011 (Staten Island),text/csv,,wibz-uqui,2013-06-21,NYPL Branch Services - Staten Island,https://data.cityofnewyork.us/resource/wibz-uqui,https://data.cityofnewyork.us/api/views/wibz-uqui/rows.csv?accessType=DOWNLOAD,2011-10-31,https://data.cityofnewyork.us/api/views/wibz-uqui/rows.rss,"libraries,culture,community,recreation,education",2011-10-31,Recreation,https://data.cityofnewyork.us/api/views/wibz-uqui/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/wibz-uqui/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/wibz-uqui/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/wibz-uqui/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/wibz-uqui/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/wibz-uqui/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,libraries,culture,community,recreation,education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"List of Commercial space for recording and sound production in New York City. This is a list of studios which have requested to be included, rather than a comprehensive list of NYC facilities.",text/csv,,bvna-6j7v,2013-06-21,Production office space,https://data.cityofnewyork.us/resource/bvna-6j7v,https://data.cityofnewyork.us/api/views/bvna-6j7v/rows.csv?accessType=DOWNLOAD,2011-10-08,https://data.cityofnewyork.us/api/views/bvna-6j7v/rows.rss,"property,business,media,production,record,recording,sound,studio,commercial,space,production office space,moftb",2011-10-08,Recreation,https://data.cityofnewyork.us/api/views/bvna-6j7v/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/bvna-6j7v/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/bvna-6j7v/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/bvna-6j7v/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/bvna-6j7v/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/bvna-6j7v/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,property,business,media,production,record,recording,sound,studio,commercial,space,production office space,moftb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,List of Tennis Courts with the facility of registering online,text/csv,,j6ik-kjbs,2013-06-21,Directory Of Tennis Courts With Online Registration,https://data.cityofnewyork.us/resource/j6ik-kjbs,https://data.cityofnewyork.us/api/views/j6ik-kjbs/rows.csv?accessType=DOWNLOAD,2013-01-24,https://data.cityofnewyork.us/api/views/j6ik-kjbs/rows.rss,"dpr,recreation,park,tennis,online,registration,healthy living",2013-01-24,Recreation,https://data.cityofnewyork.us/api/views/j6ik-kjbs/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/j6ik-kjbs/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/j6ik-kjbs/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/j6ik-kjbs/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/j6ik-kjbs/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/j6ik-kjbs/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dpr,recreation,park,tennis,online,registration,healthy living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Special Event Concession Fee details for Various Events,text/csv,,7cqi-bt79,2013-06-21,Special Event Concession Fee Details,https://data.cityofnewyork.us/resource/7cqi-bt79,https://data.cityofnewyork.us/api/views/7cqi-bt79/rows.csv?accessType=DOWNLOAD,2013-01-25,https://data.cityofnewyork.us/api/views/7cqi-bt79/rows.rss,"dpr,recreation,park,event,permit,fee,healthy living",2013-01-25,Recreation,https://data.cityofnewyork.us/api/views/7cqi-bt79/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/7cqi-bt79/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/7cqi-bt79/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/7cqi-bt79/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/7cqi-bt79/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/7cqi-bt79/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dpr,recreation,park,event,permit,fee,healthy living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,List of Important Employees in Department of Parks and Recreation by Borough,text/csv,,wuqd-9nwq,2013-06-21,Directory Of Important DPR Employees By Borough,https://data.cityofnewyork.us/resource/wuqd-9nwq,https://data.cityofnewyork.us/api/views/wuqd-9nwq/rows.csv?accessType=DOWNLOAD,2013-01-24,https://data.cityofnewyork.us/api/views/wuqd-9nwq/rows.rss,"dpr,recreation,park,employee,healthy living",2013-01-24,Recreation,https://data.cityofnewyork.us/api/views/wuqd-9nwq/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/wuqd-9nwq/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/wuqd-9nwq/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/wuqd-9nwq/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/wuqd-9nwq/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/wuqd-9nwq/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dpr,recreation,park,employee,healthy living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Parking facilities currently licensed by DCA,text/csv,,5k3t-wy5j,2013-06-21,DCA Parking Facilities,https://data.cityofnewyork.us/resource/5k3t-wy5j,https://data.cityofnewyork.us/api/views/5k3t-wy5j/rows.csv?accessType=DOWNLOAD,2013-03-06,https://data.cityofnewyork.us/api/views/5k3t-wy5j/rows.rss,"dca,parking,license,parking lot,lot,park,garages",2013-03-06,Housing & Development,https://data.cityofnewyork.us/api/views/5k3t-wy5j/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/5k3t-wy5j/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/5k3t-wy5j/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/5k3t-wy5j/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/5k3t-wy5j/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/5k3t-wy5j/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dca,parking,license,parking lot,lot,park,garages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"""The records of selected individual members of the Board of Education, 1934-2002, documenting the work of the citizen policy making board.
"",application/x-msaccess; charset=binary,,bevq-88e4,2013-06-21,"Board of Education, 1934-2002",,https://data.cityofnewyork.us/api/file_data/pP45oZpHJyr0wO4Tk0utKlr8PeuWmcH1EIx8rb-FTmM?filename=DOR_ARCHIVES_BoardOfEducationMembers.mdb,2011-10-08,,"library,catalog,catalogue,report,study,studies,education,board,board of education,document,policy,citizen,depository,records,official,publication,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002",2011-10-08,City Government,https://data.cityofnewyork.us/api/file_data/pP45oZpHJyr0wO4Tk0utKlr8PeuWmcH1EIx8rb-FTmM?filename=DOR_ARCHIVES_BoardOfEducationMembers.mdb,application/x-msaccess; charset=binary,application/x-msaccess; charset=binary,,,,,,,,,,,,,,,,library,catalog,catalogue,report,study,studies,education,board,board of education,document,policy,citizen,depository,records,official,publication,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002
Public,Nature Centers in New York City Department of Parks & Recreation properties.,text/xml,,m2hk-vytj,2013-06-21,Directory of Nature Centers,,http://nycgovparks.org/bigapps/DPR_NatureCenters_001.xml,2011-10-08,,healthy living,2011-10-08,Environment,http://nycgovparks.org/bigapps/DPR_NatureCenters_001.xml,xml,text/xml,,,,,,,,,,,,,,,,healthy living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,This is the 100-Year Floodplain for the 2020s based on FEMA's Preliminary Work Map data and the New York Panel on Climate Change's 90th Percentile Projects for Sea-Level Rise (11 inches).  Please see the Disclaimer PDF for more information. Data Provided by the Mayor's Office of Long-Term Planning and Sustainability (OLTPS) on behalf of CUNY Institute for Sustainable Cities (CISC) and the New York Panel on Climate Change (NPCC).,application/zip; charset=binary,,ezfn-5dsb,2013-11-14,Sea Level Rise Maps (2020s 100-year Floodplain),,https://data.cityofnewyork.us/api/file_data/kwuZR0ygTBnNLjhqfxOHQAUXidvroKI50AxFMzvJptc?filename=2020_1p_092.zip,2013-07-23,,"sea level rise maps (2020s 100-year floodplain),oltps,ocean,sea,flood",2013-07-23,Environment,https://data.cityofnewyork.us/api/file_data/kwuZR0ygTBnNLjhqfxOHQAUXidvroKI50AxFMzvJptc?filename=2020_1p_092.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,sea level rise maps (2020s 100-year floodplain),oltps,ocean,sea,flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"A list of Street Activity Permit Applications. These include applications for Block Parties and Street Festivals. The City of New York makes no representation as to its accuracy or the suitability of this information for any purpose. Because this information is subject to change, the City will periodically update and modify it to the extent it is reasonable and practical. Users should be advised that much of this information is based on permit applications, not approved permits especially when looking at permits for advanced dates.

The City disclaims any liability for errors that may be contained herein and shall not be responsible for any damages consequential or actual, arising out of or in connection with the use of this information. The City makes no warranties, express or implied, including, but not limited to, implied warranties of merchantability and fitness for a particular purpose as to the quality, content, accuracy, or completeness of the information, text graphics, links and other items contained in this dataset.",text/csv,,xenu-5qjw,2013-09-23,NYC Street Activities Calendar,https://data.cityofnewyork.us/resource/xenu-5qjw,https://data.cityofnewyork.us/api/views/xenu-5qjw/rows.csv?accessType=DOWNLOAD,2011-10-10,https://data.cityofnewyork.us/api/views/xenu-5qjw/rows.rss,"block parties,street festivals,events",2011-10-10,Recreation,https://data.cityofnewyork.us/api/views/xenu-5qjw/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/xenu-5qjw/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/xenu-5qjw/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/xenu-5qjw/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/xenu-5qjw/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/xenu-5qjw/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,block parties,street festivals,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"""Official publications submitted by city agencies in electronic format to the City Hall Library, also available at http://nyc.gov/html/records/html/govpub/home.shtml
"",application/vnd.ms-excel,,dg2v-qd6w,2013-06-27,NYC City Hall Library Publications,,http://nyc.gov/html/records/downloads/misc/DOR_LIBRARY_publications.xls,2011-08-16,,,2011-08-16,Recreation,http://nyc.gov/html/records/downloads/misc/DOR_LIBRARY_publications.xls,xls,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,A list of parking facilities that have a current DCA license as of the run date.,text/csv,,axfu-tjyt,2013-10-15,Parking Facilities,https://data.cityofnewyork.us/resource/axfu-tjyt,https://data.cityofnewyork.us/api/views/axfu-tjyt/rows.csv?accessType=DOWNLOAD,2011-10-07,https://data.cityofnewyork.us/api/views/axfu-tjyt/rows.rss,"parking,license,parking lot,lot,park",2011-10-07,Housing & Development,https://data.cityofnewyork.us/api/views/axfu-tjyt/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/axfu-tjyt/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/axfu-tjyt/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/axfu-tjyt/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/axfu-tjyt/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/axfu-tjyt/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,parking,license,parking lot,lot,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Statistical data on the lower Manhattan real estate market,text/csv,,dftr-3bf5,2013-06-21,Q1 2010 Real Estate Market Indicators,https://data.cityofnewyork.us/resource/dftr-3bf5,https://data.cityofnewyork.us/api/views/dftr-3bf5/rows.csv?accessType=DOWNLOAD,2011-09-30,https://data.cityofnewyork.us/api/views/dftr-3bf5/rows.rss,"manhattan,downtown,real estate,land,market,home,house,apartment,condo",2011-09-30,Housing & Development,https://data.cityofnewyork.us/api/views/dftr-3bf5/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/dftr-3bf5/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/dftr-3bf5/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/dftr-3bf5/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/dftr-3bf5/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/dftr-3bf5/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,manhattan,downtown,real estate,land,market,home,house,apartment,condo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"The School Construction Authority's rating system for environmentally friendly buildings.

Update Schedule: As required",application/vnd.ms-excel; charset=binary,,my58-k6an,2013-06-21,Green Project Checklist,,https://data.cityofnewyork.us/api/file_data/QngAXLW2InAVMQ1ve1jzNU82_gbl5yKYj7639eGLkAE?filename=School+Construction+Authority_ProjChecklist.xls,2011-10-11,,"green,environment,sca,school,construction,authority,sustainability,lifelong learning",2011-10-11,Environment,https://data.cityofnewyork.us/api/file_data/QngAXLW2InAVMQ1ve1jzNU82_gbl5yKYj7639eGLkAE?filename=School+Construction+Authority_ProjChecklist.xls,application/vnd.ms-excel; charset=binary,application/vnd.ms-excel; charset=binary,,,,,,,,,,,,,,,,green,environment,sca,school,construction,authority,sustainability,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
